"SEQ","JFAGY code","Allergen Term（JP）","Furigana（JP）","Allergen Term（EN）","Level","Main 100","Clinical Guideline","変更区分","収載日","終了日"
"2279","GCM5200111B1ZZZ","【成分名】当帰芍薬散エキス","","","1","","","1","00000000","99999999"
"2280","GCM5200112C1ZZZ","【成分名】当帰芍薬散加附子エキス","","","1","","","1","00000000","99999999"
"2281","GCM5200113D1ZZZ","【成分名】二朮湯エキス","","","1","","","1","00000000","99999999"
"2282","GCM5200114C1ZZZ","【成分名】二陳湯エキス","","","1","","","1","00000000","99999999"
"2283","GCM5200115D1ZZZ","【成分名】女神散エキス","","","1","","","1","00000000","99999999"
"2284","GCM5200116C1ZZZ","【成分名】人参湯エキス","","","1","","","1","00000000","99999999"
"2285","GCM5200117C1ZZZ","【成分名】人参養栄湯エキス","","","1","","","1","00000000","99999999"
"2286","GCM5200118C1ZZZ","【成分名】排膿散及湯エキス","","","1","","","1","00000000","99999999"
"2287","GCM5200119C1ZZZ","【成分名】麦門冬湯エキス","","","1","","","1","00000000","99999999"
"2288","GCM5200120C1ZZZ","【成分名】八味丸エキス","","","1","","","1","00000000","99999999"
"2289","GCM5200120L1ZZZ","【成分名】八味丸","","","1","","","1","00000000","99999999"
"2290","GCM5200121C1ZZZ","【成分名】八味地黄丸エキス","","","1","","","1","00000000","99999999"
"2291","GCM5200122C1ZZZ","【成分名】半夏厚朴湯エキス","","","1","","","1","00000000","99999999"
"2292","GCM5200123C1ZZZ","【成分名】半夏瀉心湯エキス","","","1","","","1","00000000","99999999"
"2293","GCM5200124C1ZZZ","【成分名】半夏白朮天麻湯エキス","","","1","","","1","00000000","99999999"
"2294","GCM5200125C1ZZZ","【成分名】白虎加人参湯エキス","","","1","","","1","00000000","99999999"
"2295","GCM5200126C1ZZZ","【成分名】茯苓飲エキス","","","1","","","1","00000000","99999999"
"2296","GCM5200127D1ZZZ","【成分名】茯苓飲合半夏厚朴湯エキス","","","1","","","1","00000000","99999999"
"2297","GCM5200128C1ZZZ","【成分名】平胃散エキス","","","1","","","1","00000000","99999999"
"2298","GCM5200129C1ZZZ","【成分名】防已黄耆湯エキス","","","1","","","1","00000000","99999999"
"2299","GCM5200130C1ZZZ","【成分名】防風通聖散エキス","","","1","","","1","00000000","99999999"
"2300","GCM5200131B1ZZZ","【成分名】補中益気湯エキス","","","1","","","1","00000000","99999999"
"2301","GCM5200132C1ZZZ","【成分名】麻黄湯エキス","","","1","","","1","00000000","99999999"
"2302","GCM5200133C1ZZZ","【成分名】麻黄附子細辛湯エキス","","","1","","","1","00000000","99999999"
"2303","GCM5200134C1ZZZ","【成分名】麻杏甘石湯エキス","","","1","","","1","00000000","99999999"
"2304","GCM5200135C1ZZZ","【成分名】麻杏よく甘湯エキス","","","1","","","1","00000000","99999999"
"2305","GCM5200136C1ZZZ","【成分名】麻子仁丸エキス","","","1","","","1","00000000","99999999"
"2306","GCM5200137C1ZZZ","【成分名】木防已湯エキス","","","1","","","1","00000000","99999999"
"2307","GCM5200138C1ZZZ","【成分名】よく苡仁湯エキス","","","1","","","1","00000000","99999999"
"2308","GCM5200139D1ZZZ","【成分名】抑肝散エキス","","","1","","","1","00000000","99999999"
"2309","GCM5200140C1ZZZ","【成分名】抑肝散加陳皮半夏エキス","","","1","","","1","00000000","99999999"
"2310","GCM5200141C1ZZZ","【成分名】六君子湯エキス","","","1","","","1","00000000","99999999"
"2311","GCM5200142B1ZZZ","【成分名】竜胆瀉肝湯エキス","","","1","","","1","00000000","99999999"
"2312","GCM5200143C1ZZZ","【成分名】苓甘姜味辛夏仁湯エキス","","","1","","","1","00000000","99999999"
"2313","GCM5200144C1ZZZ","【成分名】苓姜朮甘湯エキス","","","1","","","1","00000000","99999999"
"2314","GCM5200145C1ZZZ","【成分名】苓桂朮甘湯エキス","","","1","","","1","00000000","99999999"
"2315","GCM5200146C1ZZZ","【成分名】六味丸エキス","","","1","","","1","00000000","99999999"
"2316","GCM5200147C1ZZZ","【成分名】六味地黄丸エキス","","","1","","","1","00000000","99999999"
"2317","GCM5200148C1ZZZ","【成分名】附子人参湯エキス","","","1","","","1","00000000","99999999"
"2318","GCM5200149D1ZZZ","【成分名】立効散エキス","","","1","","","1","00000000","99999999"
"2319","GCM5900001A1ZZZ","【成分名】ブシ末","","","1","","","1","00000000","99999999"
"2320","GCM5900003B1ZZZ","【成分名】ヨクイニンエキス","","","1","","","1","00000000","99999999"
"2321","GCM6111002D1ZZZ","【成分名】ベンジルペニシリンベンザチン水和物","","","1","","","1","00000000","99999999"
"2322","GCM6111400D2ZZZ","【成分名】ベンジルペニシリンカリウム","","","1","","","1","00000000","99999999"
"2323","GCM6112001M1ZZZ","【成分名】クリンダマイシン塩酸塩","","","1","","","1","00000000","99999999"
"2324","GCM6112003M1ZZZ","【成分名】リンコマイシン塩酸塩水和物","","","1","","","1","00000000","99999999"
"2325","GCM6113001B1ZZZ","【成分名】バンコマイシン塩酸塩","","","1","","","1","00000000","99999999"
"2326","GCM6119001F1ZZZ","【成分名】フィダキソマイシン","","","1","","","1","00000000","99999999"
"2327","GCM6119400A1ZZZ","【成分名】アルベカシン硫酸塩","","","1","","","1","00000000","99999999"
"2328","GCM6119401D1ZZZ","【成分名】テイコプラニン","","","1","","","1","00000000","99999999"
"2329","GCM6119402D1ZZZ","【成分名】ダプトマイシン","","","1","","","1","00000000","99999999"
"2330","GCM6119500D1ZZZ","【成分名】キヌプリスチン・ダルホプリスチン","","","1","","","1","00000000","99999999"
"2331","GCM6119700M1ZZZ","【成分名】ムピロシンカルシウム水和物","","","1","","","1","00000000","99999999"
"2332","GCM6122400D1ZZZ","【成分名】アズトレオナム","","","1","","","1","00000000","99999999"
"2333","GCM6123003M1ZZZ","【成分名】カナマイシン一硫酸塩","","","1","","","1","00000000","99999999"
"2334","GCM6123402A1ZZZ","【成分名】アミカシン硫酸塩","","","1","","","1","00000000","99999999"
"2335","GCM6123404A1ZZZ","【成分名】イセパマイシン硫酸塩","","","1","","","1","00000000","99999999"
"2336","GCM6124400D1ZZZ","【成分名】スペクチノマイシン塩酸塩水和物","","","1","","","1","00000000","99999999"
"2337","GCM6125001B1ZZZ","【成分名】コリスチンメタンスルホン酸ナトリウム","","","1","","","1","00000000","99999999"
"2338","GCM6129001M1ZZZ","【成分名】セフチブテン水和物","","","1","","","1","00000000","99999999"
"2339","GCM6129400F1ZZZ","【成分名】チゲサイクリン","","","1","","","1","00000000","99999999"
"2340","GCM6129401D1ZZZ","【成分名】セフィデロコルトシル酸塩硫酸塩水和物","","","1","","","1","00000000","99999999"
"2341","GCM6129500D1ZZZ","【成分名】レレバクタム水和物・イミペネム水和物・シラスタチンナトリウム","","","1","","","1","00000000","99999999"
"2342","GCM6131001C1ZZZ","【成分名】アモキシシリン水和物","","","1","","","1","00000000","99999999"
"2343","GCM6131002M1ZZZ","【成分名】アンピシリン水和物","","","1","","","1","00000000","99999999"
"2344","GCM6131004F2ZZZ","【成分名】バカンピシリン塩酸塩","","","1","","","1","00000000","99999999"
"2345","GCM6131008C1ZZZ","【成分名】スルタミシリントシル酸塩水和物","","","1","","","1","00000000","99999999"
"2346","GCM6131400D1ZZZ","【成分名】アンピシリンナトリウム","","","1","","","1","00000000","99999999"
"2347","GCM6131403D1ZZZ","【成分名】ピペラシリンナトリウム","","","1","","","1","00000000","99999999"
"2348","GCM6132002E1ZZZ","【成分名】セファレキシン","","","1","","","1","00000000","99999999"
"2349","GCM6132005C1ZZZ","【成分名】セファクロル","","","1","","","1","00000000","99999999"
"2350","GCM6132006R1ZZZ","【成分名】セフロキサジン水和物","","","1","","","1","00000000","99999999"
"2351","GCM6132008C1ZZZ","【成分名】セフィキシム水和物","","","1","","","1","00000000","99999999"
"2352","GCM6132009C1ZZZ","【成分名】セフテラム　ピボキシル","","","1","","","1","00000000","99999999"
"2353","GCM6132010F1ZZZ","【成分名】セフロキシム　アキセチル","","","1","","","1","00000000","99999999"
"2354","GCM6132011F1ZZZ","【成分名】セフポドキシム　プロキセチル","","","1","","","1","00000000","99999999"
"2355","GCM6132013C1ZZZ","【成分名】セフジニル","","","1","","","1","00000000","99999999"
"2356","GCM6132015C1ZZZ","【成分名】セフジトレン　ピボキシル","","","1","","","1","00000000","99999999"
"2357","GCM6132016C1ZZZ","【成分名】セフカペン　ピボキシル塩酸塩水和物","","","1","","","1","00000000","99999999"
"2358","GCM6132400E1ZZZ","【成分名】セフォチアム塩酸塩","","","1","","","1","00000000","99999999"
"2359","GCM6132401D1ZZZ","【成分名】セファゾリンナトリウム","","","1","","","1","00000000","99999999"
"2360","GCM6132401E1ZZZ","【成分名】セファゾリンナトリウム水和物","","","1","","","1","00000000","99999999"
"2361","GCM6132403D2ZZZ","【成分名】セファロチンナトリウム","","","1","","","1","00000000","99999999"
"2362","GCM6132408E1ZZZ","【成分名】セフメタゾールナトリウム","","","1","","","1","00000000","99999999"
"2363","GCM6132409D1ZZZ","【成分名】セフォタキシムナトリウム","","","1","","","1","00000000","99999999"
"2364","GCM6132418F1ZZZ","【成分名】セフタジジム水和物","","","1","","","1","00000000","99999999"
"2365","GCM6132419F1ZZZ","【成分名】セフトリアキソンナトリウム水和物","","","1","","","1","00000000","99999999"
"2366","GCM6132422D2ZZZ","【成分名】セフミノクスナトリウム水和物","","","1","","","1","00000000","99999999"
"2367","GCM6132424F1ZZZ","【成分名】セフピロム硫酸塩","","","1","","","1","00000000","99999999"
"2368","GCM6132425D1ZZZ","【成分名】セフェピム塩酸塩水和物","","","1","","","1","00000000","99999999"
"2369","GCM6132426F1ZZZ","【成分名】セフォゾプラン塩酸塩","","","1","","","1","00000000","99999999"
"2370","GCM6132700J1ZZZ","【成分名】セフチゾキシムナトリウム","","","1","","","1","00000000","99999999"
"2371","GCM6133400F3ZZZ","【成分名】ラタモキセフナトリウム","","","1","","","1","00000000","99999999"
"2372","GCM6133401F1ZZZ","【成分名】フロモキセフナトリウム","","","1","","","1","00000000","99999999"
"2373","GCM6135001F1ZZZ","【成分名】ホスホマイシンカルシウム水和物","","","1","","","1","00000000","99999999"
"2374","GCM6139001F1ZZZ","【成分名】ファロペネムナトリウム水和物","","","1","","","1","00000000","99999999"
"2375","GCM6139002C1ZZZ","【成分名】テビペネム　ピボキシル","","","1","","","1","00000000","99999999"
"2376","GCM6139100F1ZZZ","【成分名】アモキシシリン水和物・クラブラン酸カリウム","","","1","","","1","00000000","99999999"
"2377","GCM6139400D1ZZZ","【成分名】メロペネム水和物","","","1","","","1","00000000","99999999"
"2378","GCM6139401D1ZZZ","【成分名】ビアペネム","","","1","","","1","00000000","99999999"
"2379","GCM6139402D1ZZZ","【成分名】ドリペネム水和物","","","1","","","1","00000000","99999999"
"2380","GCM6139500F1ZZZ","【成分名】セフォペラゾンナトリウム・スルバクタムナトリウム","","","1","","","1","00000000","99999999"
"2381","GCM6139501D1ZZZ","【成分名】イミペネム水和物・シラスタチンナトリウム","","","1","","","1","00000000","99999999"
"2382","GCM6139503D1ZZZ","【成分名】パニペネム・ベタミプロン","","","1","","","1","00000000","99999999"
"2383","GCM6139504F1ZZZ","【成分名】アンピシリンナトリウム・スルバクタムナトリウム","","","1","","","1","00000000","99999999"
"2384","GCM6139505F3ZZZ","【成分名】タゾバクタム・ピペラシリン水和物","","","1","","","1","00000000","99999999"
"2385","GCM6139506D1ZZZ","【成分名】セフトロザン硫酸塩・タゾバクタムナトリウム","","","1","","","1","00000000","99999999"
"2386","GCM6139507D1ZZZ","【成分名】アビバクタムナトリウム・セフタジジム水和物","","","1","","","1","00000000","99999999"
"2387","GCM6141001D1ZZZ","【成分名】エリスロマイシンエチルコハク酸エステル","","","1","","","1","00000000","99999999"
"2388","GCM6141002F2ZZZ","【成分名】エリスロマイシン","","","1","","","1","00000000","99999999"
"2389","GCM6141004F1ZZZ","【成分名】エリスロマイシンステアリン酸塩","","","1","","","1","00000000","99999999"
"2390","GCM6141400D1ZZZ","【成分名】エリスロマイシンラクトビオン酸塩","","","1","","","1","00000000","99999999"
"2391","GCM6142001F1ZZZ","【成分名】スピラマイシン酢酸エステル","","","1","","","1","00000000","99999999"
"2392","GCM6145001F1ZZZ","【成分名】ジョサマイシン","","","1","","","1","00000000","99999999"
"2393","GCM6145002Q1ZZZ","【成分名】ジョサマイシンプロピオン酸エステル","","","1","","","1","00000000","99999999"
"2394","GCM6149002F1ZZZ","【成分名】ロキシスロマイシン","","","1","","","1","00000000","99999999"
"2395","GCM6149003F1ZZZ","【成分名】クラリスロマイシン","","","1","","","1","00000000","99999999"
"2396","GCM6151401F1ZZZ","【成分名】クロラムフェニコールコハク酸エステルナトリウム","","","1","","","1","00000000","99999999"
"2397","GCM6152003M1ZZZ","【成分名】デメチルクロルテトラサイクリン塩酸塩","","","1","","","1","00000000","99999999"
"2398","GCM6152004F1ZZZ","【成分名】ドキシサイクリン塩酸塩水和物","","","1","","","1","00000000","99999999"
"2399","GCM6161400D1ZZZ","【成分名】ストレプトマイシン硫酸塩","","","1","","","1","00000000","99999999"
"2400","GCM6162001M1ZZZ","【成分名】サイクロセリン","","","1","","","1","00000000","99999999"
"2401","GCM6164001M1ZZZ","【成分名】リファンピシン","","","1","","","1","00000000","99999999"
"2402","GCM6165400D1ZZZ","【成分名】エンビオマイシン硫酸塩","","","1","","","1","00000000","99999999"
"2403","GCM6169001M1ZZZ","【成分名】リファブチン","","","1","","","1","00000000","99999999"
"2404","GCM6169400A1ZZZ","【成分名】カナマイシン硫酸塩","","","1","","","1","00000000","99999999"
"2405","GCM6173001F1ZZZ","【成分名】アムホテリシンＢ","","","1","","","1","00000000","99999999"
"2406","GCM6179001F1ZZZ","【成分名】ボリコナゾール","","","1","","","1","00000000","99999999"
"2407","GCM6179002H1ZZZ","【成分名】ポサコナゾール","","","1","","","1","00000000","99999999"
"2408","GCM6179003M1ZZZ","【成分名】イサブコナゾニウム硫酸塩","","","1","","","1","00000000","99999999"
"2409","GCM6179400D1ZZZ","【成分名】ミカファンギンナトリウム","","","1","","","1","00000000","99999999"
"2410","GCM6179402D1ZZZ","【成分名】カスポファンギン酢酸塩","","","1","","","1","00000000","99999999"
"2411","GCM6191001F1ZZZ","【成分名】アンピシリン水和物・クロキサシリンナトリウム水和物","","","1","","","1","00000000","99999999"
"2412","GCM6191401D1ZZZ","【成分名】アンピシリンナトリウム・クロキサシリンナトリウム水和物","","","1","","","1","00000000","99999999"
"2413","GCM6199001F1ZZZ","【成分名】リファキシミン","","","1","","","1","00000000","99999999"
"2414","GCM6199102X1ZZZ","【成分名】ラベプラゾールナトリウム・アモキシシリン水和物・クラリスロマイシン","","","1","","","1","00000000","99999999"
"2415","GCM6199103X1ZZZ","【成分名】ラベプラゾールナトリウム・アモキシシリン水和物・メトロニダゾール","","","1","","","1","00000000","99999999"
"2416","GCM6199104X1ZZZ","【成分名】ボノプラザンフマル酸塩・アモキシシリン水和物・クラリスロマイシン","","","1","","","1","00000000","99999999"
"2417","GCM6199105X1ZZZ","【成分名】ボノプラザンフマル酸塩・アモキシシリン水和物・メトロニダゾール","","","1","","","1","00000000","99999999"
"2418","GCM6212002X1ZZZ","【成分名】スルファメトキサゾール","","","1","","","1","00000000","99999999"
"2419","GCM6219001F1ZZZ","【成分名】サラゾスルファピリジン","","","1","","","1","00000000","99999999"
"2420","GCM6219002X1ZZZ","【成分名】スルファメチゾール","","","1","","","1","00000000","99999999"
"2421","GCM6221001D1ZZZ","【成分名】アルミノパラアミノサリチル酸カルシウム水和物","","","1","","","1","00000000","99999999"
"2422","GCM6221002D1ZZZ","【成分名】パラアミノサリチル酸カルシウム水和物","","","1","","","1","00000000","99999999"
"2423","GCM6222001F2ZZZ","【成分名】イソニアジド","","","1","","","1","00000000","99999999"
"2424","GCM6222005A1ZZZ","【成分名】イソニアジドメタンスルホン酸ナトリウム水和物","","","1","","","1","00000000","99999999"
"2425","GCM6222006F1ZZZ","【成分名】デラマニド","","","1","","","1","00000000","99999999"
"2426","GCM6222007F1ZZZ","【成分名】ベダキリンフマル酸塩","","","1","","","1","00000000","99999999"
"2427","GCM6223001X1ZZZ","【成分名】ピラジナミド","","","1","","","1","00000000","99999999"
"2428","GCM6224001F1ZZZ","【成分名】エチオナミド","","","1","","","1","00000000","99999999"
"2429","GCM6225001F1ZZZ","【成分名】エタンブトール塩酸塩","","","1","","","1","00000000","99999999"
"2430","GCM6239001M1ZZZ","【成分名】クロファジミン","","","1","","","1","00000000","99999999"
"2431","GCM6241002F1ZZZ","【成分名】ピペミド酸水和物","","","1","","","1","00000000","99999999"
"2432","GCM6241008F1ZZZ","【成分名】シプロフロキサシン塩酸塩","","","1","","","1","00000000","99999999"
"2433","GCM6241015F1ZZZ","【成分名】プルリフロキサシン","","","1","","","1","00000000","99999999"
"2434","GCM6241017F1ZZZ","【成分名】メシル酸ガレノキサシン水和物","","","1","","","1","00000000","99999999"
"2435","GCM6241018C1ZZZ","【成分名】シタフロキサシン水和物","","","1","","","1","00000000","99999999"
"2436","GCM6241019F1ZZZ","【成分名】ラスクフロキサシン塩酸塩","","","1","","","1","00000000","99999999"
"2437","GCM6241400A3ZZZ","【成分名】シプロフロキサシン","","","1","","","1","00000000","99999999"
"2438","GCM6241401G1ZZZ","【成分名】パズフロキサシンメシル酸塩","","","1","","","1","00000000","99999999"
"2439","GCM6249002F1ZZZ","【成分名】リネゾリド","","","1","","","1","00000000","99999999"
"2440","GCM6249003F1ZZZ","【成分名】テジゾリドリン酸エステル","","","1","","","1","00000000","99999999"
"2441","GCM6250001M1ZZZ","【成分名】ジドブジン","","","1","","","1","00000000","99999999"
"2442","GCM6250006F1ZZZ","【成分名】ラミブジン","","","1","","","1","00000000","99999999"
"2443","GCM6250011F1ZZZ","【成分名】リトナビル","","","1","","","1","00000000","99999999"
"2444","GCM6250012F1ZZZ","【成分名】ネルフィナビルメシル酸塩","","","1","","","1","00000000","99999999"
"2445","GCM6250013F1ZZZ","【成分名】ネビラピン","","","1","","","1","00000000","99999999"
"2446","GCM6250014F1ZZZ","【成分名】アバカビル硫酸塩","","","1","","","1","00000000","99999999"
"2447","GCM6250015F1ZZZ","【成分名】エファビレンツ","","","1","","","1","00000000","99999999"
"2448","GCM6250019D1ZZZ","【成分名】バラシクロビル塩酸塩","","","1","","","1","00000000","99999999"
"2449","GCM6250021F1ZZZ","【成分名】オセルタミビルリン酸塩","","","1","","","1","00000000","99999999"
"2450","GCM6250022F1ZZZ","【成分名】リバビリン","","","1","","","1","00000000","99999999"
"2451","GCM6250023M1ZZZ","【成分名】アタザナビル硫酸塩","","","1","","","1","00000000","99999999"
"2452","GCM6250024F1ZZZ","【成分名】テノホビル　ジソプロキシルフマル酸塩","","","1","","","1","00000000","99999999"
"2453","GCM6250025F1ZZZ","【成分名】バルガンシクロビル塩酸塩","","","1","","","1","00000000","99999999"
"2454","GCM6250026F1ZZZ","【成分名】アデホビル　ピボキシル","","","1","","","1","00000000","99999999"
"2455","GCM6250027F1ZZZ","【成分名】ホスアンプレナビルカルシウム水和物","","","1","","","1","00000000","99999999"
"2456","GCM6250028M1ZZZ","【成分名】エムトリシタビン","","","1","","","1","00000000","99999999"
"2457","GCM6250029F1ZZZ","【成分名】エンテカビル水和物","","","1","","","1","00000000","99999999"
"2458","GCM6250030F3ZZZ","【成分名】ダルナビル　エタノール付加物","","","1","","","1","00000000","99999999"
"2459","GCM6250031F1ZZZ","【成分名】ファムシクロビル","","","1","","","1","00000000","99999999"
"2460","GCM6250032F1ZZZ","【成分名】ラルテグラビルカリウム","","","1","","","1","00000000","99999999"
"2461","GCM6250033F1ZZZ","【成分名】エトラビリン","","","1","","","1","00000000","99999999"
"2462","GCM6250034F1ZZZ","【成分名】マラビロク","","","1","","","1","00000000","99999999"
"2463","GCM6250036F1ZZZ","【成分名】リルピビリン塩酸塩","","","1","","","1","00000000","99999999"
"2464","GCM6250038F1ZZZ","【成分名】ドルテグラビルナトリウム","","","1","","","1","00000000","99999999"
"2465","GCM6250039M1ZZZ","【成分名】アスナプレビル","","","1","","","1","00000000","99999999"
"2466","GCM6250040F1ZZZ","【成分名】ダクラタスビル塩酸塩","","","1","","","1","00000000","99999999"
"2467","GCM6250042F1ZZZ","【成分名】ソホスブビル","","","1","","","1","00000000","99999999"
"2468","GCM6250043F1ZZZ","【成分名】グラゾプレビル水和物","","","1","","","1","00000000","99999999"
"2469","GCM6250044F1ZZZ","【成分名】エルバスビル","","","1","","","1","00000000","99999999"
"2470","GCM6250045F1ZZZ","【成分名】テノホビル　アラフェナミドフマル酸塩","","","1","","","1","00000000","99999999"
"2471","GCM6250046F1ZZZ","【成分名】アメナメビル","","","1","","","1","00000000","99999999"
"2472","GCM6250047F1ZZZ","【成分名】バロキサビル　マルボキシル","","","1","","","1","00000000","99999999"
"2473","GCM6250048F1ZZZ","【成分名】レテルモビル","","","1","","","1","00000000","99999999"
"2474","GCM6250049F1ZZZ","【成分名】ドラビリン","","","1","","","1","00000000","99999999"
"2475","GCM6250050F1ZZZ","【成分名】カボテグラビルナトリウム","","","1","","","1","00000000","99999999"
"2476","GCM6250051M1ZZZ","【成分名】モルヌピラビル","","","1","","","1","00000000","99999999"
"2477","GCM6250052F1ZZZ","【成分名】エンシトレルビル　フマル酸","","","1","","","1","00000000","99999999"
"2478","GCM6250053F1ZZZ","【成分名】レナカパビルナトリウム","","","1","","","1","00000000","99999999"
"2479","GCM6250054F1ZZZ","【成分名】ファビピラビル","","","1","","","1","00000000","99999999"
"2480","GCM6250055F1ZZZ","【成分名】マリバビル","","","1","","","1","00000000","99999999"
"2481","GCM6250100F1ZZZ","【成分名】ジドブジン・ラミブジン","","","1","","","1","00000000","99999999"
"2482","GCM6250101F1ZZZ","【成分名】ロピナビル・リトナビル","","","1","","","1","00000000","99999999"
"2483","GCM6250102F1ZZZ","【成分名】ラミブジン・アバカビル硫酸塩","","","1","","","1","00000000","99999999"
"2484","GCM6250103F1ZZZ","【成分名】エムトリシタビン・テノホビル　ジソプロキシルフマル酸塩","","","1","","","1","00000000","99999999"
"2485","GCM6250104F1ZZZ","【成分名】エルビテグラビル・コビシスタット・エムトリシタビン・テノホビル　ジソプロキシルフマル酸塩","","","1","","","1","00000000","99999999"
"2486","GCM6250105F1ZZZ","【成分名】リルピビリン塩酸塩・エムトリシタビン・テノホビル　ジソプロキシルフマル酸塩","","","1","","","1","00000000","99999999"
"2487","GCM6250106F1ZZZ","【成分名】ドルテグラビルナトリウム・アバカビル硫酸塩・ラミブジン","","","1","","","1","00000000","99999999"
"2488","GCM6250107F1ZZZ","【成分名】レジパスビル　アセトン付加物・ソホスブビル","","","1","","","1","00000000","99999999"
"2489","GCM6250109F1ZZZ","【成分名】エルビテグラビル・コビシスタット・エムトリシタビン・テノホビル　アラフェナミドフマル酸塩","","","1","","","1","00000000","99999999"
"2490","GCM6250110F1ZZZ","【成分名】ダルナビル　エタノール付加物・コビシスタット","","","1","","","1","00000000","99999999"
"2491","GCM6250111F1ZZZ","【成分名】エムトリシタビン・テノホビル　アラフェナミドフマル酸塩","","","1","","","1","00000000","99999999"
"2492","GCM6250112F1ZZZ","【成分名】ダクラタスビル塩酸塩・アスナプレビル・ベクラブビル塩酸塩","","","1","","","1","00000000","99999999"
"2493","GCM6250113D1ZZZ","【成分名】グレカプレビル水和物・ピブレンタスビル","","","1","","","1","00000000","99999999"
"2494","GCM6250114F1ZZZ","【成分名】リルピビリン塩酸塩・エムトリシタビン・テノホビル　アラフェナミドフマル酸塩","","","1","","","1","00000000","99999999"
"2495","GCM6250115F1ZZZ","【成分名】ドルテグラビルナトリウム・リルピビリン塩酸塩","","","1","","","1","00000000","99999999"
"2496","GCM6250116F1ZZZ","【成分名】ソホスブビル・ベルパタスビル","","","1","","","1","00000000","99999999"
"2497","GCM6250117F1ZZZ","【成分名】ビクテグラビルナトリウム・エムトリシタビン・テノホビル　アラフェナミドフマル酸塩","","","1","","","1","00000000","99999999"
"2498","GCM6250118F1ZZZ","【成分名】ダルナビル　エタノール付加物・コビシスタット・エムトリシタビン・テノホビル　アラフェナミドフマル酸塩","","","1","","","1","00000000","99999999"
"2499","GCM6250119F1ZZZ","【成分名】ドルテグラビルナトリウム・ラミブジン","","","1","","","1","00000000","99999999"
"2500","GCM6250120X1ZZZ","【成分名】ニルマトレルビル・リトナビル","","","1","","","1","00000000","99999999"
"2501","GCM6250400D1ZZZ","【成分名】ビダラビン","","","1","","","1","00000000","99999999"
"2502","GCM6250402F1ZZZ","【成分名】ガンシクロビル","","","1","","","1","00000000","99999999"
"2503","GCM6250403A1ZZZ","【成分名】ホスカルネットナトリウム水和物","","","1","","","1","00000000","99999999"
"2504","GCM6250404A1ZZZ","【成分名】パリビズマブ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"2505","GCM6250405A1ZZZ","【成分名】ペラミビル水和物","","","1","","","1","00000000","99999999"
"2506","GCM6250407D1ZZZ","【成分名】レムデシビル","","","1","","","1","00000000","99999999"
"2507","GCM6250408A1ZZZ","【成分名】カボテグラビル","","","1","","","1","00000000","99999999"
"2508","GCM6250409A1ZZZ","【成分名】リルピビリン","","","1","","","1","00000000","99999999"
"2509","GCM6250411G1ZZZ","【成分名】ニルセビマブ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"2510","GCM6250702G1ZZZ","【成分名】ザナミビル水和物","","","1","","","1","00000000","99999999"
"2511","GCM6250703G1ZZZ","【成分名】ラニナミビルオクタン酸エステル水和物","","","1","","","1","00000000","99999999"
"2512","GCM6290001F1ZZZ","【成分名】フルシトシン","","","1","","","1","00000000","99999999"
"2513","GCM6290002M1ZZZ","【成分名】フルコナゾール","","","1","","","1","00000000","99999999"
"2514","GCM6290003X1ZZZ","【成分名】ミコナゾール","","","1","","","1","00000000","99999999"
"2515","GCM6290004F1ZZZ","【成分名】イトラコナゾール","","","1","","","1","00000000","99999999"
"2516","GCM6290006S1ZZZ","【成分名】アトバコン","","","1","","","1","00000000","99999999"
"2517","GCM6290007M1ZZZ","【成分名】ホスラブコナゾール　Ｌリシンエタノール付加物","","","1","","","1","00000000","99999999"
"2518","GCM6290100D1ZZZ","【成分名】スルファメトキサゾール・トリメトプリム","","","1","","","1","00000000","99999999"
"2519","GCM6290402A1ZZZ","【成分名】ホスフルコナゾール","","","1","","","1","00000000","99999999"
"2520","GCM6290701N1ZZZ","【成分名】イミキモド","","","1","","","1","00000000","99999999"
"2521","GCM6290702Q1ZZZ","【成分名】エフィナコナゾール","","","1","","","1","00000000","99999999"
"2522","GCM6311400A1ZZZ","【成分名】肺炎球菌ワクチン","","","1","","","1","00000000","99999999"
"2523","GCM6311401A1ZZZ","【成分名】４価髄膜炎菌ワクチン（ジフテリアトキソイド結合体）","","","1","","","1","00000000","99999999"
"2524","GCM6311402A1ZZZ","【成分名】４価髄膜炎菌ワクチン（破傷風トキソイド結合体）","","","1","","","1","00000000","99999999"
"2525","GCM6311403D1ZZZ","【成分名】乾燥ヘモフィルスｂ型ワクチン（破傷風トキソイド結合体）","","","1","","","1","00000000","99999999"
"2526","GCM6313400A1ZZZ","【成分名】乾燥組織培養不活化狂犬病ワクチン","","","1","","","1","00000000","99999999"
"2527","GCM6313402A1ZZZ","【成分名】組換え沈降Ｂ型肝炎ワクチン（酵母由来）","","","1","","","1","00000000","99999999"
"2528","GCM6313403A1ZZZ","【成分名】組換え沈降Ｂ型肝炎ワクチン（チャイニーズハムスター卵巣細胞由来）","","","1","","","1","00000000","99999999"
"2529","GCM6322400X1ZZZ","【成分名】沈降破傷風トキソイド","","","1","","","1","00000000","99999999"
"2530","GCM6331406D1ZZZ","【成分名】乾燥ガスえそウマ抗毒素","","","1","","","1","00000000","99999999"
"2531","GCM6331408X1ZZZ","【成分名】乾燥ジフテリアウマ抗毒素","","","1","","","1","00000000","99999999"
